"FSC-A:FSC-A","SSC-A:SSC-A","CD45RA:CD45RA","CD154:CD154","CD25:CD25","TCRab:TCRab","CXCR3:CXCR3","HLA-DR:HLA-DR","CD137:CD137","CCR6:CCR6","AQUA-CD14-CD19:AQUA-CD14-CD19","CD4:CD4","CD38:CD38","CD3:CD3","CD69:CD69","CD8:CD8","CD127:CD127","FOXP3:FOXP3","GATA3:GATA3","GZMB:GZMB","IFNG:IFNG","IL13:IL13","IL17A:IL17A","IL2:IL2","IL21:IL21","IL4:IL4","IL5:IL5","PERF:PERF","RORC:RORC","RUNX1:RUNX1","RUNX3:RUNX3","TBET:TBET","TGFB:TGFB","TNF:TNF","if_cloned:if_cloned","cell_index:cell_index"
103893,51923,1660,6368,2452,6691,1382,1414,1902,3119,1604,11648,1087,6896,4183,1563,5398,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,2272,1179,3966
112830,66461,1359,5957,3284,6885,1288,979,1052,5805,1630,5670,823,9156,8297,1567,6124,1179,1261,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1180,1771,1179,1180,1712,1179,3967
91348,52313,1400,4548,2356,4781,2412,1143,1076,1626,1461,5794,1249,8078,11889,1381,4464,1179,1179,1179,1622,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1953,1179,2057,1179,3968
95968,51395,1461,3863,3789,5218,1329,1879,1672,1466,1614,8635,1107,6773,4384,1400,2688,1179,1269,1179,1180,1179,1179,1179,1179,1179,1179,1179,1181,1179,1180,1179,1179,1721,1179,3969
89512,45326,1526,3240,2181,4755,2705,1052,880,1331,1444,9851,1469,9109,8816,1326,4683,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,3970
95855,46224,1629,17323,2658,3000,2981,2958,2327,3088,1949,7271,1825,3847,9826,1462,4643,1179,1180,1179,1402,1179,1179,1335,1179,1179,1179,1179,1779,1239,1179,1179,1179,1637,1180,3971
98461,52718,1615,1701,2747,7348,1304,2087,2908,4074,1628,3576,1641,8543,2991,1399,3980,1569,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1529,1179,1179,1456,1539,1179,3972
100606,59643,1804,4556,1775,9117,1189,1346,1106,3943,1480,7330,1464,11333,3604,1548,3624,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1673,1179,1179,1179,1179,1694,1179,3973
91219,52612,1665,8074,1401,4713,1667,5246,1304,2123,1761,5176,1463,4859,3850,1268,2980,1179,1179,1625,1335,1179,1179,1311,1179,1179,1179,1179,1766,1179,1179,1610,1181,1663,1179,3974
92239,51136,1434,3336,1812,5997,2324,1405,1015,1662,1630,9738,1802,10587,3070,1426,5277,1179,1179,1179,1541,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1778,1179,3975
100768,56273,2192,9453,2673,4906,2839,3003,1870,2757,1846,6767,1854,7336,18609,1620,6123,1179,1179,1179,1179,1179,1180,1420,1179,1179,1179,1734,1912,1182,1179,1180,1179,1850,1180,3976
98688,47048,1235,3891,2664,4036,1305,1049,662,2756,1486,4229,4791,5739,21659,1616,4060,1179,1708,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1296,1721,1179,1327,1763,1179,3977
95568,52880,1473,3937,4171,4002,1350,1358,1608,2450,1500,7818,1044,10504,7052,1417,2533,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1181,1179,1179,1179,1179,3978
74091,45629,8924,10124,1718,3970,1210,1613,1094,1242,1486,5049,1879,4649,5240,1280,3071,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1757,1180,1688,1192,1691,1179,3979
90531,60353,1562,4867,2333,5644,3644,935,1932,2874,1507,8480,1501,7265,9462,1449,5409,1943,1856,1179,1572,1179,1179,1179,1179,1179,1179,1179,1180,1179,2103,1179,1183,1438,1179,3980
99495,63503,1745,14199,1935,4953,3234,2262,1800,2858,1871,6872,2267,5700,6284,1561,6427,1179,1179,1179,1354,1179,1179,1313,1179,1179,1179,1288,1822,1179,1777,1179,1179,1579,1179,3981
98024,50598,1481,3218,1186,5930,1467,1194,1654,1524,1581,8453,1802,6345,4156,1317,3448,1179,1926,1179,1179,1180,1183,1179,1179,1179,1179,1179,1179,1180,1184,1179,1179,2297,1179,3982
97268,50567,1565,3830,3932,10865,1430,1631,1313,2201,1695,10009,1633,10783,7556,1379,1987,1179,1182,1179,1179,1179,1180,1179,1179,1179,1179,1180,1179,1182,1179,1179,1486,1580,1179,3983
95514,70507,1547,3868,2790,6461,1168,1456,1426,3924,1594,11122,948,9398,3675,1405,4835,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1179,1180,1179,1179,1180,1180,1594,1179,3984
98375,53499,1668,4129,1753,5071,2934,1603,7885,1941,1923,10117,1748,4953,3472,1425,3917,1179,1179,1179,1180,1179,1181,1179,1179,1179,1179,1180,1182,1179,1182,1179,1451,1182,1179,3985
110762,55800,1765,4799,4803,5560,1474,2284,2562,1719,2065,6718,1368,7875,12539,1455,3021,1179,1184,1564,1179,1179,1182,1179,1179,1179,1179,1179,1182,1310,1627,1589,1182,1606,1179,3986
94149,48064,2660,3484,2083,5969,1054,2006,1465,3070,1606,10466,1025,10133,13312,1400,1647,1179,1180,1180,1179,1179,1180,1179,1179,1179,1179,1180,1181,1179,1179,1179,1179,1182,1179,3987
92260,42021,1863,3329,3322,7366,1543,1402,2650,1917,1666,9458,1824,9635,9066,1398,5161,2137,1179,1180,1179,1179,1179,1179,1179,1179,1179,1188,1181,1181,1179,1179,1179,1189,1179,3988
85433,49279,5455,3669,1578,12130,1448,1807,1140,1772,1456,6621,2095,11340,8066,1417,3963,1179,1179,1179,1181,1179,1181,1179,1179,1179,1179,1179,1180,1179,1181,1179,1582,1180,1179,3989
93477,48817,2328,8406,4311,5898,1294,984,2665,1870,1439,5292,1369,6749,16474,1457,5010,1179,1181,1179,1179,1179,1180,1179,1179,1179,1179,1179,1184,1181,1185,1179,1520,1179,1179,3990
89605,47929,7833,5426,1197,7707,1170,1623,1415,1412,1369,9074,2959,11141,5249,1400,2735,1180,1181,1179,1179,1179,1181,1180,1179,1179,1179,1180,1180,1180,1808,1180,1421,1184,1179,3991
100344,62316,1693,5047,5487,5855,1538,1645,2343,3299,1982,14727,1900,5826,6201,1365,6164,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1185,1181,1180,1185,1179,1179,1183,1179,3992
102373,55034,1835,11601,2061,2668,1708,1322,1767,2189,1456,5812,1523,2725,6384,1430,2710,1179,1182,1179,1415,1179,1179,1363,1179,1179,1179,1179,1948,1180,1182,1843,1179,1765,1180,3993
96933,55122,2001,3355,4216,8090,1680,2164,1429,3323,1978,10558,1696,8288,4857,1450,4550,1179,1649,1179,1179,1536,1180,1179,1179,1635,1443,1179,1179,1179,1650,1179,1179,1179,1179,3994
95189,49925,1381,1513,4462,3156,1955,1774,5387,1877,1551,6226,1478,5590,7787,1508,3244,1179,1179,1179,1179,1179,1181,1179,1179,1179,1179,1179,1179,1671,1179,1179,1182,1558,1179,3995
88007,50638,1692,3229,4532,5258,1333,1250,3245,1457,1664,4185,1178,5445,5887,1473,3766,1179,1551,1179,1179,1574,1179,1297,1179,1579,1179,1179,1179,1179,1739,1179,1180,1180,1179,3996
88185,55701,1609,3709,1763,6356,1313,1232,1522,2489,1639,7133,2117,11477,7344,1450,2367,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1388,1179,1179,1590,1179,1180,1438,1179,3997
98939,62274,1596,3816,2474,9509,3264,1864,1940,3038,1707,9799,1897,10768,9948,1447,4917,1179,1896,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1640,1841,1179,3998
90402,44637,1592,3843,2306,5743,1232,2377,1142,1727,1497,7328,2374,10137,3658,1394,2074,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,3999
92199,44254,1576,3378,2596,3648,1447,1267,1156,1679,1547,6614,1659,4907,4656,1303,3576,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1865,1179,4000
87303,54946,1945,7220,2823,5124,1470,1455,1287,2162,1593,6974,1624,7224,19437,1382,5291,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,4001
94065,40084,2103,6149,2753,4672,3295,2767,1433,2151,1808,5734,1719,5255,5172,1433,4700,1179,1179,1179,1381,1179,1179,1340,1179,1179,1179,1179,1781,1715,1242,1179,1179,1739,1179,4002
100698,48365,1540,10061,4496,5522,1314,1337,921,3121,1861,6712,1827,6560,16373,1386,4762,1179,1180,1179,1179,1179,1180,1425,1179,1179,1179,1179,1179,1787,1179,1179,1179,1749,1179,4003
94665,71108,1502,3268,2361,6988,3278,1754,1270,2196,1854,14856,2907,8413,3053,1277,3921,1179,1179,1179,1435,1179,1179,1180,1179,1179,1179,1180,1179,1179,1734,1179,1179,1521,1179,4004
107603,53067,1677,2697,6089,10802,4228,1632,3563,2417,1880,5242,2459,13304,7796,1460,6553,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1522,1179,4005
83311,43567,1823,11178,3601,3717,3022,3003,1238,2525,2129,6139,2206,3158,15799,1539,5978,1179,1688,1179,1391,1179,1179,1365,1179,1179,1179,1179,1897,1179,1181,1179,1822,1696,1180,4006
104073,46133,1816,12036,5305,9322,2550,1785,3143,2115,2062,8983,2461,9443,7512,1411,8145,1179,1180,1179,1180,1179,1179,1332,1179,1179,1179,1179,1179,1179,1684,1179,1179,1491,1179,4007
100640,72729,1644,11997,2196,2653,2976,3266,800,2557,1768,2030,1247,4351,14350,3646,4151,1179,1179,1179,1360,1179,1179,1317,1179,1179,1179,1180,1623,1611,1179,1179,1373,1542,1179,4008
100880,56687,1894,3338,2917,7069,1420,1928,1346,3263,1887,7971,2040,10114,5380,1503,7097,1179,1179,1179,1179,1179,1181,1179,1179,1179,1179,1179,1180,1528,1201,1189,1459,1423,1179,4009
96521,63172,1662,7952,4194,14362,1233,2572,1343,2284,1891,13978,1515,14116,6688,1437,6758,1179,1180,1179,1179,1179,1179,1312,1179,1179,1179,1179,1182,1179,1705,1595,1181,1591,1179,4010
85874,47367,1941,3417,2219,5805,1418,2747,1161,1770,1694,7660,1518,6642,6084,1336,4148,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1473,1179,4011
106897,66764,1291,4521,3050,4289,1286,1847,3298,3737,1683,7590,1318,7959,7701,1384,6183,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1863,1180,1179,1179,1179,1842,1179,4012
87233,48696,6464,4272,1697,13659,1649,2192,1083,1629,1779,14146,3467,13016,3657,1328,4043,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1477,1179,1179,1519,1179,1179,4013
104836,62458,1800,7023,3664,5699,1323,1994,1466,1900,1564,7413,1257,11458,5864,1556,2874,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1625,1180,1189,1179,1179,4014
93010,53436,1448,4044,2521,6733,1544,2198,1620,3765,1749,10241,1583,7722,9912,1348,5066,1179,1234,1179,1179,1179,1180,1179,1179,1179,1179,1179,1182,1179,1553,1179,1179,1498,1179,4015
83601,57789,1407,4598,1959,4000,2082,1609,1339,1305,1470,7388,1992,5922,11138,1400,866,1194,1235,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1180,1179,1179,1552,1179,4016
84518,67049,2638,21225,2706,7489,1995,3737,1662,2730,1874,8278,1930,8660,10774,1499,3205,1179,1179,1441,1332,1179,1179,1300,1179,1179,1179,1179,1181,1179,1179,1181,1505,1422,1180,4017
99718,63105,1710,8519,1524,2384,2280,1674,1042,2116,1569,6230,1925,3408,9444,1597,3522,1179,1179,1179,1180,1179,1179,1428,1179,1179,1179,1179,1724,1179,1179,1182,1179,1590,1179,4018
88733,50387,1265,4540,2243,7699,1523,840,2889,2246,1582,6263,1642,7737,12050,1338,4369,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1179,1179,1454,1376,1179,4019
96573,53538,1715,1840,6104,8840,2485,1810,3321,2689,2087,12984,2074,12086,3489,1378,4275,1485,1228,1181,1179,1179,1179,1179,1179,1179,1179,1391,1180,1179,1523,1179,1335,1374,1179,4020
93205,40343,1473,3316,2486,5922,2724,2054,1742,1413,1856,11051,1436,6415,4758,1378,2795,1179,1179,1179,1355,1179,1179,1179,1179,1179,1179,1179,1180,1180,1179,1467,1179,1423,1179,4021
103871,80917,1385,3866,2635,3261,1476,1211,1201,6779,1734,7233,1577,6555,12013,1569,5160,1539,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1481,1179,1434,1488,1179,4022
87975,42610,1598,11437,2068,2619,1178,1688,1903,2212,1566,8323,1813,5218,3296,1379,2373,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1672,1179,1179,1451,1179,1179,4023
108646,53160,1374,5854,1609,3371,4162,2759,1235,2238,1638,10036,1862,7292,6515,1370,4791,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1465,1179,1572,1522,1179,4024
105501,55249,1306,3668,4662,4970,4681,1774,3004,2309,1648,7981,1070,7029,9113,1427,6644,1179,1179,1179,1310,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1179,1346,1377,1179,4025
77200,41210,7120,3264,1798,8339,1202,1076,1308,1560,1371,6516,2218,9443,5042,1351,3817,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1391,1180,1179,1179,1179,4026
106986,65119,2700,5508,2713,15071,1473,1538,1509,4201,2114,13958,2205,14197,6271,1459,5861,1180,1183,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1180,1180,1551,1389,1179,4027
98378,56218,3118,4125,3058,7748,1633,964,2316,2288,1693,11973,2150,9425,4043,1517,5115,1179,1188,1179,1241,1179,1179,1179,1179,1179,1179,1180,1180,1180,1179,1179,1180,1179,1179,4028
104484,54441,1594,3583,2172,10160,1517,1616,1743,4235,1840,15265,1572,11997,10645,1550,5994,1179,1180,1179,1179,1179,1180,1179,1179,1179,1179,1179,1180,1179,1553,1179,1448,1417,1179,4029
79072,31924,2760,3769,1076,8233,1747,1178,1211,1349,1301,6099,2099,8364,8267,1388,1874,1179,1181,1179,1179,1179,1179,1179,1179,1179,1179,1179,1182,1179,1179,1222,1182,1450,1179,4030
103536,74533,2033,21935,3083,2292,2411,970,1438,2613,2112,7163,1763,3985,7035,1463,2319,1179,1179,1424,1305,1179,1179,1270,1179,1179,1179,1219,1483,1182,1180,1179,1179,1436,1180,4031
100541,62293,1624,12802,1842,3527,1679,2223,1613,1246,2056,5177,1591,5660,7868,1613,3879,1179,1180,1179,1315,1179,1180,1249,1179,1179,1179,1179,1180,1179,1179,1389,1262,1341,1179,4032
95525,63449,1504,3305,4970,5512,1495,1939,2773,6146,1806,5312,1416,7719,12537,1509,2611,1179,1705,1179,1179,1179,1180,1179,1179,1179,1179,1180,1792,1179,1291,1179,1179,1751,1179,4033
90568,57124,1407,3250,2008,9161,1345,812,823,2933,1435,13318,1292,12656,2852,1307,5293,1179,1180,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1560,1179,1181,1403,1179,4034
83373,81296,1413,1475,9975,14675,1309,4777,3377,3397,1634,6441,1628,12872,5000,1308,1754,1461,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1490,1181,1179,1179,1451,1179,4035
97533,51361,1828,3453,3302,8234,1252,2172,1317,2464,1601,11924,1663,9033,3466,1329,4853,1179,1179,1179,1181,1179,1180,1179,1179,1179,1179,1180,1181,1179,1179,1179,1179,1179,1179,4036
96904,62149,1485,6634,5211,3307,1154,1432,1942,1621,1549,12754,1196,6127,11396,1410,2367,1179,1427,1179,1180,1375,1179,1179,1179,1473,1179,1179,1179,1179,1502,1179,1182,1487,1179,4037
105924,55384,18418,1641,1676,6067,2242,1466,3494,1707,1531,1762,1818,5931,5620,7369,3145,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1182,1180,1605,1181,1179,4038
96568,68978,1397,2087,3562,8293,2127,696,2946,2695,1620,8950,1545,14753,9820,1408,5953,1683,1457,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1196,1428,1179,4039
93619,59452,1442,4321,3427,5220,2321,1419,2562,4223,1935,9943,1986,6514,4750,1488,7453,1179,1797,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,2041,1180,1179,1179,1797,1179,4040
100679,45455,1706,5920,3408,8008,1174,2391,1446,1562,1825,5888,1827,8944,19852,1391,3263,1179,1179,1182,1179,1179,1179,1179,1179,1179,1179,1180,1180,1181,1179,1179,1296,1179,1179,4041
98124,43526,1628,2203,6802,4989,1292,1606,4004,1663,1745,4197,1649,6826,12512,1429,2904,1183,1179,1179,1179,1233,1179,1179,1179,1186,1179,1179,1179,1179,1179,1179,1179,1204,1179,4042
86215,46150,9806,3220,2153,16612,1284,1676,1381,1593,1571,10797,2525,13481,3183,1311,2458,1179,1223,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1179,4043
106131,49377,1512,1863,8438,12045,1360,1736,2996,4305,2002,10300,11900,12315,4909,1400,3234,1316,1192,1179,1182,1179,1179,1179,1179,1179,1179,1182,1184,1179,1183,1207,1212,1226,1179,4044
99441,54625,1780,3526,4476,8113,1250,1192,1455,3411,1543,13374,1506,11013,3393,1258,1835,1557,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1179,1179,1179,1179,4045
100480,53993,1362,8928,1961,3035,1635,2172,1090,2804,1708,5562,1524,2921,7094,1506,3950,1179,1179,1179,1179,1179,1179,1184,1179,1179,1179,1179,1764,1179,1465,1281,1179,1246,1180,4046
91348,40242,2216,1401,3383,9110,1888,1689,3158,2086,1691,4425,1702,11811,3702,1330,2615,1289,1179,1179,1179,1179,1181,1179,1179,1179,1179,1179,1179,1179,1179,1212,1321,1211,1179,4047
100769,56947,1697,3797,3073,4412,2254,2248,1778,4097,1934,3747,1684,4971,5777,1450,6200,1179,1179,1179,1337,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1215,1179,4048
110041,60907,1552,3174,4131,9625,1388,1495,2304,2953,1912,15269,1527,8639,5710,1511,9001,1266,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1462,1179,1301,1198,1179,4049
90773,52074,1426,2276,5171,10305,1239,1996,2946,2705,1572,3900,1305,10365,4224,1388,1969,1330,1208,1179,1212,1179,1179,1179,1179,1179,1179,1247,1179,1179,1181,1179,1259,1179,1179,4050
88739,48549,1599,3395,2009,8261,1504,1529,2460,1793,1791,9389,2711,7533,3369,1391,4732,1179,1220,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1179,4051
83194,58449,1643,9470,2157,3763,2316,2097,1483,2882,1887,6293,1656,5838,10017,1457,3439,1179,1179,1179,1337,1179,1179,1213,1179,1179,1179,1179,1513,1401,1179,1179,1179,1197,1180,4052
98516,43773,1659,20171,847,8213,1465,1754,1496,2479,1717,9547,1687,9029,3120,1364,6269,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1445,1180,1179,1384,1180,1179,4053
87246,35354,5778,5394,845,7033,1288,1626,1582,1379,1431,9182,1843,6636,5088,1371,1673,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1262,1179,4054
94858,56700,1710,4582,2362,9232,1273,1306,1270,2361,1749,10314,1969,9686,3419,1469,3691,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1344,1179,1179,4055
96455,61068,1523,7003,1394,6266,1449,1087,1332,2265,1569,8916,1875,8491,5980,1564,5569,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1180,1179,1183,1310,1179,4056
91237,54372,1705,4826,3949,3004,2633,3149,2031,2183,1931,5955,2259,4979,12628,1589,2752,1185,1179,1179,1179,1179,1179,1238,1179,1179,1179,1179,1179,1516,1179,1179,1179,1334,1179,4057
89718,42487,2586,4066,1301,10625,1330,1414,1707,1817,1538,10380,1896,11584,3203,1358,3274,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1666,1179,1179,1238,1179,4058
92680,63989,1507,3404,2655,8111,1388,1662,2178,2371,1839,14534,1505,9234,4895,1364,3040,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1195,1179,4059
84400,37430,1417,3275,1091,7914,1333,1822,1718,2408,1509,9471,2256,8808,7894,1364,2298,1179,1211,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1322,1179,1238,1179,4060
80330,61535,1353,1499,10182,10727,1313,3680,4409,3345,1385,6358,1203,12579,6156,1335,2210,1269,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1416,1179,1179,1179,1199,1179,4061
84735,50044,14372,8855,1968,4107,1246,1375,1357,1282,1286,1123,1596,4735,3752,6244,2700,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1364,1179,1295,1179,1179,4062
80773,45113,1411,6366,1397,4451,1873,2149,1313,1717,1629,7955,1425,5507,6040,1355,3252,1179,1179,1179,1181,1179,1179,1179,1179,1179,1179,1179,1179,1179,1456,1370,1274,1201,1179,4063
94615,52786,1755,4362,1321,3369,2325,2429,966,2502,1544,4228,1329,4083,7682,1404,3499,1179,1179,1179,1311,1179,1180,1204,1179,1179,1179,1179,1413,1179,1179,1179,1179,1211,1180,4064
80897,46714,1782,3204,1462,7268,1181,1317,1343,1446,1287,4027,1567,6663,3853,1275,2715,1179,1352,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1180,2298,1179,1179,1179,1179,4065
84539,39968,7208,3520,905,9647,1663,952,986,1897,1567,9596,2103,8120,5095,1337,5084,1179,1179,1179,1180,1179,1180,1179,1179,1179,1179,1179,1181,1179,1510,1179,1181,1180,1179,4066
104610,56545,1585,5107,2649,6414,1205,1813,4216,1801,1585,13302,1490,6142,4485,1410,5548,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1335,1180,1179,1310,1214,1179,4067
78553,49323,1515,5153,1939,7045,1216,1665,966,1968,1464,10006,938,8646,4639,1321,2902,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1180,1387,1179,1305,1197,1179,4068
90011,56658,2139,7539,7153,7606,1336,2056,2827,2416,1604,4693,3974,9238,6639,1364,2097,1637,1183,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,2344,1179,1179,1179,1180,1179,4069
