"FSC-A:FSC-A","SSC-A:SSC-A","CD45RA:CD45RA","CD154:CD154","CD25:CD25","TCRab:TCRab","CXCR3:CXCR3","HLA-DR:HLA-DR","CD137:CD137","CCR6:CCR6","AQUA-CD14-CD19:AQUA-CD14-CD19","CD4:CD4","CD38:CD38","CD3:CD3","CD69:CD69","CD8:CD8","CD127:CD127","FOXP3:FOXP3","GATA3:GATA3","GZMB:GZMB","IFNG:IFNG","IL13:IL13","IL17A:IL17A","IL2:IL2","IL21:IL21","IL4:IL4","IL5:IL5","PERF:PERF","RORC:RORC","RUNX1:RUNX1","RUNX3:RUNX3","TBET:TBET","TGFB:TGFB","TNF:TNF","if_cloned:if_cloned","cell_index:cell_index"
86052,62092,4421,11810,1594,2708,1537,2470,954,1646,1499,8615,1060,3082,6221,1366,1715,2786,2670,1179,1179,1179,1179,1179,1179,1179,1179,1179,2168,1179,1180,1179,1179,1437,1179,2821
100620,57768,2243,21198,1345,3234,2171,2567,1512,2766,1362,9867,1571,3893,3983,1480,2904,1972,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1790,1179,1179,1179,1179,1761,1179,2822
94582,53471,1508,5132,3435,4610,1318,1905,1893,2493,1461,11015,1565,7473,3102,1397,1914,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1788,1179,1179,1204,2153,1180,2823
91871,52866,2116,8092,1375,3112,1333,1984,1146,1708,1440,6535,1459,2979,6113,1350,1106,1179,1179,1179,1224,1179,1179,1181,1179,1179,1179,1179,1179,1179,1179,1179,2084,1179,1179,2824
87590,59407,1375,13853,1301,4035,2080,1983,1089,1424,1376,6930,1141,3765,8040,1394,2789,1179,1179,1965,1179,1179,1179,1179,1179,1179,1179,1854,1179,1682,1180,1180,1179,1202,1179,2825
91922,64461,1421,13695,1060,4235,1833,2582,1466,2621,1787,9940,1290,4703,8167,1367,2694,1179,1179,1179,1179,1179,2573,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,2826
86058,59822,1461,5230,1066,2829,1544,1879,1199,2434,1290,8690,1410,2950,2909,1320,4435,1179,1179,1179,1197,1179,1179,1179,1179,1179,1179,1179,1721,1179,1179,1179,1305,2094,1179,2827
97304,40768,1548,7637,4856,4334,3500,1453,1286,1615,1298,8892,1433,4714,10747,1362,4719,1179,1179,1179,1193,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1776,1898,1179,2828
86753,61772,2379,22544,2076,4931,1526,2781,990,1929,1398,11849,1750,5515,5282,1409,2264,1179,1194,1179,1340,1179,1179,1179,1179,1179,1179,1179,1179,1554,1179,1179,1179,1180,1179,2829
87165,71017,2014,6010,1172,7957,1875,2723,2085,1937,1527,8266,1306,7370,11566,1474,604,1985,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1763,1179,1683,1179,1179,2325,1179,2830
95155,62470,1579,24050,1954,5254,1646,4036,1427,1984,1567,8538,1761,6114,5907,1418,3240,1179,1179,1179,1179,1179,2320,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,2288,1179,2831
90160,73261,1694,25508,1668,2985,1973,2454,1458,2041,1399,9060,1240,3158,6719,1372,2306,1179,1179,1179,1225,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1781,1654,1179,2832
86574,56212,1582,16598,1143,3830,2017,2756,1421,1980,1432,7579,1318,4926,10397,1410,2694,1179,1179,1179,1179,1179,1182,1179,1179,1179,1179,1179,1179,1872,1337,1179,1180,2043,1179,2833
87234,47853,3168,14581,1546,7342,3665,6500,2689,1572,1338,6546,1510,7266,3102,1322,2293,1179,1179,1650,1179,1179,1179,1179,1179,1179,1179,1636,1179,1538,1179,1179,1445,1746,1180,2834
100628,70285,1477,26952,1320,3294,1991,1827,1176,2012,1432,11716,1353,3937,5647,1449,2885,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1657,1737,1710,1179,1179,2000,1179,2835
97523,61071,3392,11205,1743,3469,1799,5636,1204,1981,1955,7582,1747,3497,5203,1309,2737,1250,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1336,1179,1705,1180,1179,2836
81427,52894,2938,14136,4594,6105,1684,1884,1305,1652,1351,8024,1296,5293,3825,1270,1003,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1998,1179,1179,1179,1946,1179,1179,2837
94077,58632,2189,4375,1378,2444,2055,3355,924,1613,1703,9054,1417,2536,5779,1348,2184,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1644,1179,1179,1656,1696,1179,2838
88850,55288,1340,6869,3843,6570,1277,1474,2169,4323,1370,14165,1522,6750,7533,1387,2742,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1830,1179,1595,1179,1179,2839
91321,50889,1804,11043,1131,3608,1588,3756,1061,1762,1318,6971,1447,3049,7644,1409,1840,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1782,1179,1194,1179,1398,2252,1180,2840
81518,58245,3161,12043,1578,7175,1240,3710,1019,1910,1633,8947,1435,5918,6361,1412,1732,1180,1179,1179,1195,1179,1179,1179,1179,1179,1179,1179,1660,1179,1179,1179,1786,1658,1179,2841
83707,56277,1871,13229,1200,4670,1961,3712,1090,2440,1343,5942,1196,4194,9601,1391,3015,1179,1179,1179,1179,1179,2153,1179,1179,1179,1179,1179,1179,1912,1179,1179,1179,1179,1180,2842
89236,64051,2646,18201,1075,6291,1481,3289,904,2688,1388,9024,1470,7707,5100,1325,2606,2410,2078,1179,1179,1179,1179,1179,1179,1179,1179,1179,1595,1179,1180,1179,1949,2331,1180,2843
87567,54779,2039,14979,1520,2715,1652,3252,1384,2215,1233,5570,1388,3304,12142,1537,1044,1179,1179,1179,1179,1179,1179,1203,1179,1179,1179,2091,1179,1179,1179,1179,1187,1180,1179,2844
83811,72702,1967,11503,840,3936,1655,2686,1025,2422,1243,9318,992,4262,9492,1339,1924,1809,1179,1179,1181,1179,1795,1179,1179,1179,1179,1852,1181,1576,1179,1179,1179,1308,1179,2845
78980,64144,1295,6932,1412,2875,1550,3091,967,1733,1301,9728,1136,3316,9041,1344,2247,1179,1196,1179,1179,1179,1874,1179,1179,1179,1179,1179,1179,1482,1179,1179,1710,1434,1179,2846
87354,75129,2549,13453,1784,5052,1740,2610,1691,1571,1421,5093,1366,4854,5773,1300,1616,1179,1179,1179,1179,1179,1179,1184,1179,1179,1179,1179,1179,1179,1179,1179,1212,1629,1179,2847
84346,53664,1643,13500,1229,3041,1698,2467,998,2154,1405,4536,1478,3471,6064,1345,1592,1179,1182,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1181,1180,1867,1855,1179,2848
90887,47890,1731,19087,1671,4640,1624,2759,968,1860,1283,4712,1334,4939,10053,1397,1216,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1619,1179,1179,1769,1630,1179,2849
107055,78457,2029,14190,7234,8571,1637,4509,1997,3025,1852,13183,1967,12303,5842,1325,3057,1179,1188,1179,1185,1179,1179,1179,1179,1179,1179,1179,1179,1741,1180,1181,1834,1950,1179,2850
96718,53452,1946,18233,1432,6921,2930,2005,1856,1561,1425,11596,1167,7108,4432,1371,3299,1179,1179,1179,1213,1179,2077,1179,1179,1179,1179,1179,1179,1300,1179,1179,1179,2079,1179,2851
95306,47236,1653,4618,1054,4502,1394,2755,1152,1595,1416,13531,1409,5165,7080,1369,3545,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1935,1200,1179,1179,1183,2209,1179,2852
97108,57348,1794,21023,1668,3824,1781,2347,1065,1945,1392,11943,1107,4743,5427,1351,1689,1179,1179,1179,1179,1179,1180,2148,1179,1179,1179,1179,1969,1179,1179,1179,1180,1181,1179,2853
80906,74681,2210,16548,1381,5986,1238,2391,1105,1832,1264,8029,1377,5419,4145,1380,1641,1179,1181,1179,1179,1179,1179,1179,1179,1179,1179,1179,1181,1179,1180,1181,1180,2519,1179,2854
95061,53573,2008,20219,1021,2876,1856,3797,1290,2099,1413,5821,1769,3368,5386,1308,1687,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1979,1179,1180,1179,2002,1912,1179,2855
93496,89557,1669,11193,1414,5629,2319,3077,1309,2196,1401,9426,1733,5654,3476,1369,2231,1179,2077,1179,1212,1179,1179,1179,1179,1179,1179,1179,1189,1180,1295,1179,2060,2148,1179,2856
79176,56908,1603,15998,1674,3018,1921,2108,1104,1722,1683,9512,1440,3519,10223,1366,3058,1179,1179,1181,1179,1179,1652,1179,1179,1179,1179,1179,1594,1635,1230,1195,1689,1427,1179,2857
100142,49060,1875,25325,1886,3715,2234,2254,1799,1932,1373,5740,1545,4384,6475,1356,2289,1179,1419,1179,1189,1179,1179,1179,1179,1179,1179,1853,1179,1179,1179,1179,1854,1179,1180,2858
92528,43335,4076,8304,1394,2823,1610,2512,1355,1513,1509,5746,1304,3112,5275,1245,1693,1769,1179,1179,1237,1179,1179,1179,1179,1179,1179,1179,1585,1578,1179,1179,1214,1235,1180,2859
93539,66470,1259,2962,8526,7993,1439,1598,1254,1622,1419,11985,1952,10638,11942,1372,2121,1715,1179,1179,1179,1179,1414,1179,1179,1179,1179,1179,1179,1179,1961,1179,1407,1878,1179,2860
81109,53622,3455,12826,1578,6170,3022,2091,1170,1462,1264,9051,1580,4931,7240,1361,2141,1179,1212,1179,1276,1179,1179,1246,1179,1179,1179,1179,1180,1179,1179,1183,1179,2046,1179,2861
95108,61523,1585,17578,1164,8706,2256,3681,1458,2182,1361,8591,1566,8714,8516,1386,1519,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1719,1828,1179,1179,1220,2348,1179,2862
80205,56587,1831,17528,1649,4136,1661,6218,764,1788,1344,6036,1523,4710,19735,1488,2848,1179,1184,1179,1313,1179,1179,1179,1179,1179,1179,1179,1180,1738,1179,1179,1182,1179,1179,2863
93259,53471,1513,6826,1222,5385,1781,3336,993,1664,1388,12635,1155,6759,8514,1325,2063,1179,1179,1179,1249,1179,1179,1179,1179,1184,1179,1179,1993,1179,1179,1179,1180,1468,1179,2864
90716,61821,1737,11129,980,3457,2482,4194,1347,2100,1727,9367,1572,3135,6506,1381,2988,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1179,1736,1262,1179,1310,1854,2087,1179,2865
87588,46610,3873,19538,1364,6189,3153,1840,1118,1558,1297,8837,1473,6948,6366,1300,2334,1179,1179,1185,1184,1179,1179,1179,1179,1179,1179,1909,1670,1640,1179,1183,1740,1180,1180,2866
95589,51387,1878,15481,1734,2860,1814,3571,1399,2560,1662,8587,1779,3160,6365,1376,1378,1179,1199,1179,1201,1179,1179,1188,1179,1179,1179,1179,1194,1198,1179,1236,1349,2430,1179,2867
74672,55054,1694,14855,1418,3342,1961,1944,1219,1801,1295,6055,1054,3744,5969,1338,2078,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1769,2062,1179,2868
82477,68332,2350,13281,1224,2672,1620,4195,1179,2045,1333,5871,1060,2994,3540,1434,1691,1923,1430,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1820,1370,1179,1179,1577,1179,2869
90879,67597,1477,13061,1585,4675,1582,3491,1233,1617,1437,8824,1294,5651,5081,1288,1141,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1755,1759,1179,2870
97799,65832,1396,4481,3298,4082,1266,1202,1410,2049,1286,12919,1288,6948,4276,1315,5131,1179,1179,1179,1279,1179,1179,1179,1179,1179,1179,1179,1179,1777,1614,1179,1184,1180,1179,2871
97969,59492,1502,4806,2357,4316,2505,2192,1002,2468,1307,11111,1387,4643,6299,1471,3859,1805,1784,1179,1179,1179,1458,1179,1179,1179,1179,1179,1499,1455,1179,1179,1514,1918,1179,2872
82481,66360,1552,23766,1710,2887,2385,3530,1638,2096,1319,5239,1060,2880,4261,1365,1772,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1587,1179,1433,1179,1482,1598,1724,1180,2873
82560,59462,1689,14496,950,5438,1847,1451,1666,1740,1372,4608,1470,5539,8760,1334,2345,1179,1194,1179,1180,1179,1179,2064,1179,1179,1179,1179,1179,1179,1179,1912,1179,1189,1179,2874
89518,46798,1804,14477,1583,2481,1644,3127,1381,2609,1648,6585,1426,3002,5481,1380,2339,1179,1179,1179,1179,1179,1670,1179,1179,1179,1179,1502,1179,1179,1182,1179,1561,1491,1179,2875
96315,59532,2390,22733,1645,5894,1448,3141,1216,1987,1397,9424,1790,6207,11590,1430,1656,1179,1179,1179,1340,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,2113,1179,2876
84194,58435,1540,18069,2043,3908,2062,2384,1069,1374,1303,4243,1219,4109,4035,1391,537,1626,1179,1179,1179,1179,1498,1179,1179,1179,1179,1179,1179,1457,1597,1180,1495,1797,1179,2877
95546,52404,1692,10513,2176,4617,2227,2621,1274,1660,1445,8120,1456,4166,4525,1300,2647,1179,1179,1179,1187,1179,2456,1179,1179,1179,1179,1179,1944,1179,1180,1179,1179,1179,1180,2878
89239,52701,2158,5957,1019,4398,1471,2394,1446,1722,1279,8053,1302,4138,8155,1386,1621,1179,1208,1179,1179,1179,2226,1180,1179,1179,1179,1180,1647,1179,1179,1179,1206,1179,1179,2879
77102,62873,1778,10745,975,3957,1516,2129,953,1479,1218,11975,1214,5082,7687,1431,3119,1179,1179,1179,1480,1179,1751,1179,1179,1179,1179,1179,1192,1514,1179,1282,1643,1181,1180,2880
86961,63086,1518,8971,1609,6911,2001,1566,1337,1757,1359,9295,1824,7094,8395,1403,4597,1179,1220,1667,1340,1179,1179,1423,1179,1179,1179,1179,1185,1585,1184,1181,1441,1661,1180,2881
87674,77133,1954,6822,1343,4528,1569,13362,1766,3281,1965,11997,1598,5079,4437,1332,930,1179,1179,1663,1240,1179,1630,1179,1179,1179,1179,1179,1501,1473,1400,1181,1569,1428,1179,2882
101440,63197,1688,11871,1867,3567,1609,4080,1311,3148,1509,9486,1491,3876,6291,1421,2602,1179,1179,1179,1197,1179,1858,1191,1179,1179,1179,1179,1179,1669,1179,1191,1179,1435,1179,2883
91399,62954,1617,5469,1287,4756,1522,2207,1081,2093,1346,10616,1462,4598,9217,1409,2837,1179,1183,1179,1179,1179,1179,1179,1179,1179,1179,1635,1196,1544,1370,1514,1272,1720,1180,2884
96218,63314,1906,29589,1365,4870,1935,3577,1452,2077,1412,5682,1426,4835,11179,1554,1353,1179,1179,1179,1179,1179,1669,1179,1179,1179,1179,1179,1179,1418,1179,1189,1600,1702,1179,2885
87901,65531,1721,29443,2171,3638,2381,2332,875,2931,1417,8154,1342,5118,5855,1322,2719,1179,1179,1179,1369,1179,1179,1179,1179,2283,1179,1179,1179,1179,1179,1736,1529,2271,1180,2886
97490,60484,1680,3858,993,3627,1795,2861,1343,1320,1936,10062,1488,5217,10721,1337,1791,1179,1189,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1627,1179,1756,1885,1179,2887
75604,64274,1477,10250,1612,4477,1813,3207,1165,1243,1356,10268,1198,5660,14483,1516,1784,1179,1186,1179,1179,1179,1179,1283,1179,1179,1179,1179,1179,1179,1192,1226,1183,1867,1179,2888
84156,68293,2005,16000,1202,3480,1619,2200,1643,1703,1353,6075,1196,3165,6929,1303,2026,1179,1179,1179,1179,1179,1717,1179,1179,1179,1179,1179,1179,1413,1703,1189,1223,1847,1179,2889
81926,90138,2043,15605,2068,4344,2226,3111,1495,2293,1557,9186,1442,4554,10418,1347,2856,1179,1371,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1184,1179,1179,1179,1179,2890
83276,39974,1395,8295,2217,4317,1803,3001,1296,1485,1327,6539,2119,3894,7322,1384,2546,1179,1202,1179,1187,1179,1179,1179,1179,1179,1179,1179,1179,1220,1889,1214,1593,1962,1179,2891
84113,93512,2182,14407,1192,3455,1758,4467,1710,2535,1870,6627,1690,3505,8572,1321,2870,1179,1179,1179,1715,1179,1179,1179,1179,1179,1179,1219,2288,1179,1179,1179,1179,1182,1179,2892
90681,68270,1229,4381,1899,7835,1121,1241,830,2795,1653,12121,1429,10762,3837,1286,4595,1905,1179,1179,1333,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1180,1617,1179,1179,2893
91837,66617,1522,9925,1346,3563,1606,3252,1015,2621,1304,12639,1241,4607,4784,1372,2224,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1578,1179,1179,1664,1758,1179,2894
92576,72279,2580,12590,1466,3354,1648,2039,1351,1941,1354,8723,1396,4282,6964,1378,2090,1179,1183,1179,1179,1179,1306,1241,1179,1179,1179,1179,1247,1179,1179,1179,1179,1849,1179,2895
90569,76396,1690,13599,1305,2503,2100,3099,1109,1999,1491,8845,1532,2671,17524,1361,3528,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1195,1179,2080,1179,1180,1951,1179,2896
101979,53894,1241,6088,2464,6166,1383,1830,1272,5589,1276,15194,871,7519,4618,1429,4064,1179,1189,1179,1189,1179,1179,1179,1323,1179,1179,1179,1179,1179,1181,1179,1550,1502,1179,2897
93298,48833,1961,24208,1535,3671,1269,3272,781,1303,1572,9268,1170,3943,5261,1351,2022,1179,2154,1179,1179,1179,1179,1189,1179,1179,1179,1179,1179,1180,1948,1181,1683,2128,1179,2898
89073,56762,1425,9504,1566,6133,1631,1746,929,1955,1358,9121,1158,6789,5948,1487,1443,1179,1179,1179,1194,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1686,1841,1179,2899
90781,57191,2038,6256,1328,3850,1776,2592,615,1938,1227,10181,1151,4728,8128,1414,3541,1179,1187,1631,1248,1475,1179,1351,1179,1179,1179,1182,1375,1179,1972,1179,1315,1180,1180,2900
91960,39207,1411,4674,1248,2357,1715,1890,1419,2191,1310,10200,1391,3113,12156,1405,3062,1693,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1453,1180,1775,1181,1180,1779,1179,2901
88127,53660,1929,7797,1484,3355,1815,4025,1017,2281,1663,7824,1499,3694,12858,1393,3339,1179,1180,1179,1182,1179,1179,1179,1179,1179,1179,1179,1659,1230,2181,1254,1778,1180,1179,2902
83182,54748,1971,10705,1794,3869,1723,4241,1531,2021,1619,9801,1545,4358,5719,1439,2159,1179,1179,1179,1179,1179,1224,1508,1179,1179,1179,1179,1179,1572,1179,1179,1533,1915,1179,2903
91194,60611,1381,6213,2629,3925,1535,2358,2902,1644,1563,8057,1722,7772,7918,1434,4405,1179,1179,1179,1307,1179,1179,1179,1179,1179,1179,1179,1180,1179,1456,1179,1179,1355,1179,2904
86913,47649,1381,3512,6878,3911,2053,3209,2384,2295,1476,7538,1674,7037,4066,1325,1077,1182,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1338,1413,1179,1179,1207,1180,2905
93477,45942,1314,3528,1955,7716,1488,1407,944,1350,1333,12278,1807,12955,4520,1467,2741,1179,1179,1179,1274,1179,1179,1179,1179,1179,1179,1179,1179,1179,1662,1179,1179,1179,1179,2906
95795,50703,1681,1498,9615,5194,1441,1629,2582,1821,1446,10619,1352,8537,7589,1277,2210,1184,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1561,1179,1179,1179,1179,1327,1179,2907
86857,66555,1331,2838,1804,7174,1150,1253,1931,1338,1442,16877,1404,13316,6565,1285,2612,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1335,1179,1179,1179,1183,1201,1179,2908
97736,62117,1520,4685,8853,4699,1436,1567,1944,3561,1505,15173,1324,8345,24026,1393,2792,1179,1180,1179,1179,1179,1180,1179,1179,1179,1179,1291,1437,1238,1185,1179,1179,1229,1179,2909
95216,65716,1457,6051,7642,3343,1600,2263,4839,1560,1522,10522,1662,4791,10942,1394,6983,1179,1179,1179,1389,1179,1179,1279,1179,1179,1179,1179,1179,1199,1504,1179,1179,1193,1179,2910
74714,52785,1291,3659,3710,3092,1865,1228,1710,1240,1450,9896,1352,6622,3862,1260,1871,1179,1179,1180,1179,1179,1179,1180,1179,1179,1179,1179,1179,1179,1180,1179,1192,1378,1179,2911
103803,62070,1249,6824,2978,5031,1272,1542,1413,3367,1394,10395,1065,8277,3561,1406,2145,1224,1179,1179,1237,1179,1179,1179,1179,1179,1179,1179,1179,1179,1580,1179,1209,1179,1179,2912
80249,53457,1276,3426,1302,3959,1812,1439,1105,1612,1465,8672,1686,7623,3756,1335,4796,1179,1179,1179,1179,1179,1582,1179,1179,1179,1179,1179,1179,1179,1564,1179,1186,1179,1179,2913
87465,46248,1387,9232,2103,5718,1434,1391,1302,1788,1442,13229,1171,11668,3908,1272,3926,1179,1179,1179,1250,1179,1179,1179,1179,1179,1179,1179,1179,1241,1180,1179,1180,1192,1179,2914
95057,59224,1333,3207,2750,4130,1463,1942,2441,1745,1430,9767,1024,9358,6873,1262,2617,1179,1179,1179,1441,1179,1179,1179,1179,1179,1179,1179,1192,1179,1505,1182,1181,1407,1179,2915
72302,41272,1361,3054,1771,2929,1188,1808,1302,1418,1341,8593,1732,5965,4019,1289,2299,1179,1179,1179,1179,1179,1179,1182,1179,1179,1179,1179,1444,1180,1645,1179,1179,1179,1179,2916
79140,40872,1051,5105,1502,3255,781,1395,816,1051,970,7016,1213,7365,6038,1264,1075,1179,1179,1179,1180,1179,1179,1180,1179,1179,1179,1179,1193,1179,1572,1193,1197,1204,1179,2917
81896,43532,1225,5709,2475,2719,1187,1300,2409,1503,1461,9556,1624,6034,4525,1590,3138,1179,1179,1179,1194,1179,1566,1179,1179,1233,1179,1179,1346,1179,1179,1179,1179,1322,1179,2918
88669,57262,1298,3129,2044,5339,1272,1481,1706,1441,1336,12141,1682,10124,7418,1392,2002,1179,1179,1179,1191,1179,1179,1179,1179,1179,1179,1344,1212,1179,1181,1179,1180,1444,1179,2919
90983,52707,1311,3566,4813,4625,1257,1034,1654,1495,1394,9095,1458,8720,6885,1306,2940,1193,1179,1179,1326,1179,1180,1179,1179,1179,1179,1179,1180,1179,1179,1179,1179,1216,1179,2920
100694,50433,1350,3513,4305,5462,2408,1115,1249,2172,1376,11831,1395,10376,3807,1345,4088,1179,1180,1179,1179,1179,1179,1179,1179,1179,1179,1180,1522,1179,1179,1179,1181,1179,1180,2921
84003,44955,1370,3298,2846,3715,1246,1409,1423,1707,1454,10341,1543,5852,5802,1347,2825,1179,1181,1179,1179,1179,1179,1185,1179,1179,1179,1179,1179,1222,1209,1179,1179,1434,1179,2922
87816,59256,1306,5170,2041,8342,2166,1766,1105,1694,1449,10992,1758,14676,3702,1445,2291,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1236,1614,1179,1183,1179,1179,2923
84628,44133,1286,4263,2980,4182,1223,1360,1143,2538,1390,8000,1575,6892,3510,1337,2778,1179,1179,1179,1198,1179,1179,1179,1179,1179,1179,1179,1453,1271,1620,1179,1179,1179,1179,2924
87725,48133,1327,3179,2492,5398,1325,1413,1253,1686,1338,10447,1765,9025,4560,1476,2943,1179,1179,1179,1224,1179,1179,1179,1179,1179,1179,1179,1268,1242,1180,1179,1181,1505,1179,2925
105212,64706,1256,6387,3392,3727,1316,1483,1561,3340,1489,14667,1089,10637,10896,1452,3161,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1180,1179,1179,1179,1183,1510,1179,2926
80627,55211,1300,2976,2521,3977,2755,1458,1797,1374,1398,10734,1356,7094,6680,1312,1067,1179,1179,1179,1393,1179,1179,1184,1179,1179,1179,1179,1180,1179,1474,1179,1179,1186,1179,2927
90120,56720,1226,8896,1765,5565,1542,2007,1320,1484,1513,12074,1557,10070,4661,1304,3375,1179,1179,1179,1469,1179,1179,1179,1179,1179,1179,1179,1237,1179,1179,1179,1180,1526,1179,2928
85725,42889,1300,3049,1467,4078,1137,1740,1231,1499,1328,11882,1053,7971,4933,1302,2504,1179,1179,1179,1205,1179,1179,1179,1179,1179,1179,1179,1262,1179,1496,1179,1179,1180,1179,2929
103776,66017,1369,3940,4317,11002,1569,1629,2550,3057,1727,13214,1651,16740,4648,1367,5944,1179,1179,1179,1211,1179,1179,1179,1179,1179,1179,1180,1179,1179,1524,1179,1179,1179,1179,2930
88656,45270,1298,6963,2172,2576,1391,1698,1343,1482,1414,8245,1386,6078,6223,1323,3842,1179,1179,1434,1179,1179,1179,1179,1179,1179,1179,1254,1182,1179,1463,1179,1179,1179,1179,2931
